date,season_start,base_rot,home_team,away_team,home_score,away_score,home_ml_open,home_ml_close,away_ml_open,away_ml_close,home_spread,home_spread_price,home_spread_open,away_spread,away_spread_open,away_spread_price,total_open,total_open_price,total_close,total_close_price
2022-09-27,2022,487,NO,GB,30,37,,-175.0,,155.0,-3.5,-110.0,-4.5,3.5,4.5,-110.0,54.5,,52.0,
2022-09-28,2022,489,BAL,KC,20,34,,-180.0,,160.0,-3.5,-110.0,-1.5,3.5,1.5,-110.0,52.0,,55.0,
2022-10-01,2022,101,NYJ,DEN,28,37,,-115.0,,-105.0,-1.0,-110.0,-41.0,1.0,41.0,-110.0,2.0,,41.0,
2022-10-04,2022,251,CHI,IND,11,19,,165.0,,-185.0,3.5,-110.0,1.0,-3.5,-1.0,-110.0,45.0,,43.0,
2022-10-04,2022,253,DET,NO,29,35,,140.0,,-160.0,3.0,-110.0,5.5,-3.0,-5.5,-110.0,56.0,,52.5,
2022-10-04,2022,255,CAR,ARI,31,21,,145.0,,-165.0,3.0,-110.0,4.0,-3.0,-4.0,-110.0,51.0,,52.0,
2022-10-04,2022,257,CIN,JAX,33,25,,-120.0,,100.0,-1.0,-110.0,-3.0,1.0,3.0,-110.0,48.0,,49.0,
2022-10-04,2022,259,DAL,CLE,38,49,,-175.0,,155.0,-3.5,-110.0,-5.5,3.5,5.5,-110.0,54.0,,56.5,
2022-10-04,2022,261,HOU,MIN,23,31,,-170.0,,150.0,-3.5,-110.0,-3.0,3.5,3.0,-110.0,49.5,,52.5,
2022-10-04,2022,263,MIA,SEA,23,31,,180.0,,-210.0,4.0,-110.0,7.0,-4.0,-7.0,-110.0,54.0,,55.0,
2022-10-04,2022,265,TB,LAC,38,31,,-360.0,,300.0,-7.0,-110.0,-5.0,7.0,5.0,-110.0,45.5,,42.0,
2022-10-04,2022,269,WAS,BAL,17,31,,800.0,,-1400.0,14.0,-110.0,13.0,-14.0,-13.0,-110.0,47.0,,44.5,
2022-10-04,2022,271,LAR,NYG,17,9,,-1100.0,,700.0,-13.5,-110.0,-10.0,13.5,10.0,-110.0,47.0,,50.0,
2022-10-04,2022,275,LV,BUF,23,30,,150.0,,-170.0,3.0,-110.0,1.5,-3.0,-1.5,-110.0,49.5,,52.5,
2022-10-04,2022,277,SF,PHI,20,25,,-330.0,,270.0,-8.0,-110.0,-5.5,8.0,5.5,-110.0,45.5,,45.5,
2022-10-05,2022,279,GB,ATL,30,16,,-220.0,,190.0,-5.0,-110.0,-6.0,5.0,6.0,-110.0,58.0,,56.5,
2022-10-05,2022,281,KC,NE,26,10,,-650.0,,475.0,-11.5,-110.0,-11.5,11.5,11.5,-110.0,50.0,,48.5,
2022-10-08,2022,301,CHI,TB,20,19,,170.0,,-190.0,3.5,-110.0,3.0,-3.5,-3.0,-110.0,45.5,,44.0,
2022-10-11,2022,451,ATL,CAR,16,23,,-150.0,,130.0,-2.5,-110.0,-3.5,2.5,3.5,-110.0,54.5,,54.0,
2022-10-11,2022,453,KC,LV,32,40,,-550.0,,425.0,-10.5,-110.0,-11.5,10.5,11.5,-110.0,58.0,,54.5,
2022-10-11,2022,457,WAS,LAR,10,30,,270.0,,-330.0,7.0,-110.0,9.5,-7.0,-9.5,-110.0,46.0,,44.5,
2022-10-11,2022,459,HOU,JAX,30,14,,-260.0,,220.0,-6.0,-110.0,-6.5,6.0,6.5,-110.0,52.5,,54.5,
2022-10-11,2022,463,NYJ,ARI,10,30,,265.0,,-320.0,7.0,-110.0,8.5,-7.0,-8.5,-110.0,46.0,,48.5,
2022-10-11,2022,465,PIT,PHI,38,29,,-360.0,,300.0,-7.5,-110.0,-7.0,7.5,7.0,-110.0,46.5,,44.5,
2022-10-11,2022,467,BAL,CIN,27,3,,-750.0,,525.0,-12.5,-110.0,-13.0,12.5,13.0,-110.0,50.5,,49.5,
2022-10-11,2022,469,SF,MIA,17,43,,-370.0,,310.0,-8.0,-110.0,-9.0,8.0,9.0,-110.0,48.5,,50.5,
2022-10-11,2022,471,DAL,NYG,37,34,,-340.0,,280.0,-7.5,-110.0,-11.5,7.5,11.5,-110.0,53.0,,52.5,
2022-10-11,2022,473,CLE,IND,32,23,,-120.0,,100.0,-1.0,-110.0,-47.0,1.0,47.0,-110.0,2.5,,48.5,
2022-10-11,2022,475,SEA,MIN,27,26,,-290.0,,245.0,-6.5,-110.0,-9.5,6.5,9.5,-110.0,58.0,,54.0,
2022-10-12,2022,477,NO,LAC,30,27,,-335.0,,275.0,-7.0,-110.0,-7.5,7.0,7.5,-110.0,52.0,,49.0,
2022-10-13,2022,481,TEN,BUF,42,16,,140.0,,-160.0,3.0,-110.0,2.0,-3.0,-2.0,-110.0,54.0,,52.0,
2022-10-18,2022,251,CAR,CHI,16,23,,-130.0,,110.0,-2.0,-110.0,-2.5,2.0,2.5,-110.0,44.5,,45.0,
2022-10-18,2022,253,JAX,DET,16,34,,145.0,,-165.0,3.0,-110.0,1.5,-3.0,-1.5,-110.0,53.5,,53.0,
2022-10-18,2022,255,MIN,ATL,23,40,,-180.0,,160.0,-3.5,-110.0,-3.5,3.5,3.5,-110.0,57.0,,53.5,
2022-10-18,2022,257,TEN,HOU,42,36,,-190.0,,170.0,-3.5,-110.0,-3.0,3.5,3.0,-110.0,55.0,,52.5,
2022-10-18,2022,259,NYG,WAS,20,19,,-115.0,,-105.0,-1.0,-110.0,-2.5,1.0,2.5,-110.0,44.5,,42.0,
2022-10-18,2022,261,PIT,CLE,38,7,,-165.0,,145.0,-3.0,-110.0,-4.0,3.0,4.0,-110.0,50.5,,50.0,
2022-10-18,2022,263,PHI,BAL,28,30,,400.0,,-500.0,10.0,-110.0,7.0,-10.0,-7.0,-110.0,48.5,,46.5,
2022-10-18,2022,265,IND,CIN,31,27,,-370.0,,310.0,-7.5,-110.0,-7.5,7.5,7.5,-110.0,46.5,,46.0,
2022-10-18,2022,271,TB,GB,38,10,,135.0,,-155.0,2.5,-110.0,51.5,-2.5,-51.5,-110.0,2.5,,55.0,
2022-10-18,2022,273,SF,LAR,24,16,,110.0,,-130.0,2.0,-110.0,49.0,-2.0,-49.0,-110.0,3.0,,51.0,
2022-10-18,2022,279,MIA,NYJ,24,0,,-380.0,,320.0,-9.0,-110.0,-9.0,9.0,9.0,-110.0,50.0,,46.5,
2022-10-18,2022,281,NE,DEN,12,18,,-360.0,,300.0,-7.5,-110.0,-9.5,7.5,9.5,-110.0,46.5,,44.0,
2022-10-19,2022,275,DAL,ARI,10,38,,-120.0,,100.0,-1.5,-110.0,-3.0,1.5,3.0,-110.0,52.0,,56.0,
2022-10-19,2022,277,BUF,KC,17,26,,200.0,,-240.0,5.5,-110.0,3.5,-5.5,-3.5,-110.0,58.0,,54.5,
2022-10-22,2022,303,PHI,NYG,22,21,,-240.0,,200.0,-5.0,-110.0,-6.5,5.0,6.5,-110.0,45.5,,44.5,
2022-10-25,2022,451,CIN,CLE,34,37,,185.0,,-215.0,4.5,-110.0,4.5,-4.5,-4.5,-110.0,51.5,,49.5,
2022-10-25,2022,453,WAS,DAL,25,3,,-115.0,,-105.0,-1.5,-110.0,-48.0,1.5,48.0,-110.0,3.0,,44.5,
2022-10-25,2022,457,ATL,DET,22,23,,-120.0,,100.0,-1.0,-110.0,-2.0,1.0,2.0,-110.0,56.5,,55.0,
2022-10-25,2022,461,NO,CAR,27,24,,-335.0,,275.0,-7.0,-110.0,-6.5,7.0,6.5,-110.0,51.0,,50.5,
2022-10-25,2022,463,NYJ,BUF,10,18,,375.0,,-450.0,9.5,-110.0,9.5,-9.5,-9.5,-110.0,47.0,,46.5,
2022-10-25,2022,465,HOU,GB,20,35,,130.0,,-150.0,3.0,-110.0,3.5,-3.0,-3.5,-110.0,55.5,,55.5,
2022-10-25,2022,467,ARI,SEA,37,34,,160.0,,-180.0,3.5,-110.0,3.5,-3.5,-3.5,-110.0,56.0,,55.5,
2022-10-25,2022,469,NE,SF,6,33,,-150.0,,130.0,-3.0,-110.0,-5.0,3.0,5.0,-110.0,46.0,,44.5,
2022-10-25,2022,471,DEN,KC,16,43,,280.0,,-340.0,7.0,-110.0,9.5,-7.0,-9.5,-110.0,49.0,,45.5,
2022-10-25,2022,473,LV,TB,20,45,,175.0,,-200.0,4.0,-110.0,2.0,-4.0,-2.0,-110.0,54.0,,51.5,
2022-10-25,2022,477,TEN,PIT,24,27,,-120.0,,100.0,-1.0,-110.0,-7.0,1.0,7.0,-110.0,51.0,,51.0,
2022-10-25,2022,479,LAC,JAX,39,29,,-380.0,,320.0,-7.5,-110.0,-6.5,7.5,6.5,-110.0,49.0,,49.0,
2022-10-26,2022,475,LAR,CHI,24,10,,-280.0,,240.0,-6.5,-110.0,-6.5,6.5,6.5,-110.0,47.0,,44.5,
2022-10-29,2022,101,CAR,ATL,17,25,,-125.0,,105.0,-1.5,-110.0,-3.0,1.5,3.0,-110.0,51.5,,52.0,
2022-11-01,2022,251,DET,IND,21,41,,170.0,,-190.0,3.5,-110.0,3.0,-3.5,-3.0,-110.0,51.0,,49.0,
2022-11-01,2022,253,GB,MIN,22,28,,-260.0,,220.0,-6.0,-110.0,-5.5,6.0,5.5,-110.0,56.0,,48.0,
2022-11-01,2022,255,BUF,NE,24,21,,-215.0,,185.0,-4.5,-110.0,-3.0,4.5,3.0,-110.0,46.0,,41.0,
2022-11-01,2022,257,CIN,TEN,31,20,,290.0,,-350.0,7.0,-110.0,4.0,-7.0,-4.0,-110.0,54.5,,49.0,
2022-11-01,2022,259,CLE,LV,6,16,,-115.0,,-105.0,-1.0,-110.0,-3.0,1.0,3.0,-110.0,55.5,,47.5,
2022-11-01,2022,261,KC,NYJ,35,9,,-5000.0,,1500.0,-19.5,-110.0,-21.0,19.5,21.0,-110.0,47.5,,49.0,
2022-11-01,2022,263,MIA,LAR,28,17,,150.0,,-170.0,3.5,-110.0,3.5,-3.5,-3.5,-110.0,47.0,,46.5,
2022-11-01,2022,267,CHI,NO,23,26,,210.0,,-250.0,5.5,-110.0,2.5,-5.5,-2.5,-110.0,46.5,,41.0,
2022-11-01,2022,269,SEA,SF,37,27,,-120.0,,100.0,-1.0,-110.0,-5.0,1.0,5.0,-110.0,54.0,,54.5,
2022-11-01,2022,271,PHI,DAL,23,9,,-450.0,,375.0,-10.0,-110.0,-4.0,10.0,4.0,-110.0,43.0,,43.5,
2022-11-01,2022,275,DEN,LAC,31,30,,125.0,,-145.0,3.0,-110.0,44.5,-3.0,-44.5,-110.0,0.0,,44.5,
2022-11-01,2022,281,BAL,PIT,24,28,,-200.0,,175.0,-4.0,-110.0,-5.0,4.0,5.0,-110.0,48.0,,44.5,
2022-11-02,2022,273,NYG,TB,23,25,,525.0,,-750.0,12.5,-110.0,9.5,-12.5,-9.5,-110.0,47.5,,46.5,
2022-11-05,2022,301,SF,GB,17,34,,220.0,,-260.0,6.0,-110.0,0.0,-6.0,-0.0,-110.0,50.5,,48.0,
2022-11-08,2022,451,BUF,SEA,44,34,,145.0,,-165.0,3.0,-110.0,1.5,-3.0,-1.5,-110.0,55.5,,55.0,
2022-11-08,2022,453,ATL,DEN,34,27,,-210.0,,180.0,-4.0,-110.0,-4.0,4.0,4.0,-110.0,47.0,,50.5,
2022-11-08,2022,455,TEN,CHI,24,17,,-275.0,,235.0,-6.0,-110.0,-6.5,6.0,6.5,-110.0,46.0,,47.0,
2022-11-08,2022,457,MIN,DET,34,20,,-175.0,,155.0,-3.5,-110.0,-2.0,3.5,2.0,-110.0,56.0,,51.5,
2022-11-08,2022,459,IND,BAL,10,24,,-115.0,,-105.0,-1.0,-110.0,-44.0,1.0,44.0,-110.0,4.0,,48.0,
2022-11-08,2022,461,KC,CAR,33,31,,-500.0,,400.0,-10.0,-110.0,-10.0,10.0,10.0,-110.0,49.0,,51.5,
2022-11-08,2022,463,JAX,HOU,25,27,,250.0,,-300.0,6.5,-110.0,4.0,-6.5,-4.0,-110.0,56.0,,48.0,
2022-11-08,2022,465,WAS,NYG,20,23,,-160.0,,140.0,-3.0,-110.0,-3.5,3.0,3.5,-110.0,41.5,,43.0,
2022-11-08,2022,467,LAC,LV,26,31,,100.0,,-120.0,1.0,-110.0,56.0,-1.0,-56.0,-110.0,3.0,,52.5,
2022-11-08,2022,469,DAL,PIT,19,24,,750.0,,-1200.0,14.5,-110.0,13.5,-14.5,-13.5,-110.0,41.5,,44.0,
2022-11-08,2022,471,ARI,MIA,31,34,,-260.0,,220.0,-6.0,-110.0,-6.0,6.0,6.0,-110.0,46.5,,49.0,
2022-11-08,2022,473,TB,NO,3,38,,-175.0,,155.0,-3.0,-110.0,-4.5,3.0,4.5,-110.0,56.0,,51.0,
2022-11-09,2022,475,NYJ,NE,27,30,,320.0,,-380.0,8.5,-110.0,7.0,-8.5,-7.0,-110.0,41.5,,42.0,
2022-11-12,2022,121,TEN,IND,17,34,,105.0,,-125.0,1.5,-110.0,50.5,-1.5,-50.5,-110.0,1.0,,49.0,
2022-11-15,2022,251,PIT,CIN,36,10,,-310.0,,260.0,-6.5,-110.0,-10.5,6.5,10.5,-110.0,49.0,,45.5,
2022-11-15,2022,253,DET,WAS,30,27,,-140.0,,120.0,-2.5,-110.0,-3.5,2.5,3.5,-110.0,46.5,,45.5,
2022-11-15,2022,255,CLE,HOU,10,7,,-220.0,,190.0,-4.5,-110.0,-2.0,4.5,2.0,-110.0,55.5,,46.0,
2022-11-15,2022,257,GB,JAX,24,20,,-1100.0,,700.0,-13.5,-110.0,-14.0,13.5,14.0,-110.0,55.5,,47.0,
2022-11-15,2022,259,NYG,PHI,27,17,,190.0,,-220.0,4.5,-110.0,3.0,-4.5,-3.0,-110.0,41.0,,46.0,
2022-11-15,2022,261,CAR,TB,23,46,,225.0,,-265.0,6.0,-110.0,6.5,-6.0,-6.5,-110.0,47.0,,49.5,
2022-11-15,2022,265,LV,DEN,37,12,,-185.0,,165.0,-3.5,-110.0,-4.0,3.5,4.0,-110.0,51.0,,50.5,
2022-11-15,2022,267,ARI,BUF,32,30,,-155.0,,135.0,-3.0,-110.0,-3.0,3.0,3.0,-110.0,49.0,,56.0,
2022-11-15,2022,269,LAR,SEA,23,16,,-150.0,,130.0,-2.5,-110.0,-1.0,2.5,1.0,-110.0,53.5,,55.0,
2022-11-15,2022,271,NO,SF,27,13,,-420.0,,350.0,-9.5,-110.0,-6.5,9.5,6.5,-110.0,53.5,,49.0,
2022-11-15,2022,273,NE,BAL,23,17,,265.0,,-320.0,7.0,-110.0,7.0,-7.0,-7.0,-110.0,40.0,,44.0,
2022-11-15,2022,277,MIA,LAC,29,21,,-125.0,,105.0,-1.5,-110.0,-2.0,1.5,2.0,-110.0,47.0,,49.0,
2022-11-16,2022,275,CHI,MIN,13,19,,150.0,,-170.0,3.0,-110.0,2.5,-3.0,-2.5,-110.0,45.0,,44.5,
2022-11-19,2022,321,SEA,ARI,28,21,,-165.0,,145.0,-3.0,-110.0,-5.0,3.0,5.0,-110.0,59.0,,56.5,
2022-11-22,2022,451,CLE,PHI,22,17,,-135.0,,115.0,-2.5,-110.0,-2.0,2.5,2.0,-110.0,47.0,,45.5,
2022-11-22,2022,453,NO,ATL,24,9,,-180.0,,160.0,-3.5,-110.0,-7.0,3.5,7.0,-110.0,51.5,,49.5,
2022-11-22,2022,455,CAR,DET,20,0,,150.0,,-170.0,3.0,-110.0,47.0,-3.0,-47.0,-110.0,3.0,,47.5,
2022-11-22,2022,457,HOU,NE,27,20,,125.0,,-145.0,2.5,-110.0,2.5,-2.5,-2.5,-110.0,47.0,,49.5,
2022-11-22,2022,459,JAX,PIT,3,27,,425.0,,-550.0,10.5,-110.0,9.5,-10.5,-9.5,-110.0,46.0,,47.5,
2022-11-22,2022,461,IND,GB,34,31,,-120.0,,100.0,-1.5,-110.0,-2.0,1.5,2.0,-110.0,50.0,,52.0,
2022-11-22,2022,463,WAS,CIN,20,9,,-125.0,,105.0,-1.5,-110.0,-0.0,1.5,0.0,-110.0,46.0,,47.5,
2022-11-22,2022,465,BAL,TEN,24,30,,-250.0,,210.0,-6.0,-110.0,-6.5,6.0,6.5,-110.0,47.0,,50.5,
2022-11-22,2022,469,MIN,DAL,28,31,,-310.0,,260.0,-7.0,-110.0,-9.5,7.0,9.5,-110.0,47.0,,50.0,
2022-11-22,2022,471,LV,KC,31,35,,320.0,,-380.0,8.0,-110.0,7.0,-8.0,-7.0,-110.0,58.0,,56.5,
2022-11-22,2022,475,DEN,MIA,20,13,,180.0,,-210.0,4.0,-110.0,1.0,-4.0,-1.0,-110.0,46.5,,46.0,
2022-11-22,2022,477,LAC,NYJ,34,28,,-500.0,,400.0,-9.5,-110.0,-10.0,9.5,10.0,-110.0,47.0,,47.5,
2022-11-23,2022,473,TB,LAR,24,27,,-210.0,,180.0,-4.5,-110.0,-3.0,4.5,3.0,-110.0,49.0,,47.5,
2022-11-26,2022,121,DET,HOU,25,41,,140.0,,-160.0,3.0,-110.0,2.0,-3.0,-2.0,-110.0,52.0,,52.0,
2022-11-26,2022,123,DAL,WAS,16,41,,-145.0,,125.0,-2.5,-110.0,-2.0,2.5,2.0,-110.0,47.0,,46.0,
2022-11-29,2022,251,ATL,LV,43,6,,155.0,,-175.0,3.5,-110.0,0.0,-3.5,-0.0,-110.0,56.0,,53.0,
2022-11-29,2022,253,NE,ARI,20,17,,100.0,,-120.0,1.0,-110.0,1.0,-1.0,-1.0,-110.0,48.0,,50.5,
2022-11-29,2022,255,CIN,NYG,17,19,,240.0,,-280.0,6.5,-110.0,45.0,-6.5,-45.0,-110.0,2.5,,45.0,
2022-11-29,2022,257,JAX,CLE,25,27,,290.0,,-350.0,7.5,-110.0,6.0,-7.5,-6.0,-110.0,47.0,,48.0,
2022-11-29,2022,259,MIN,CAR,28,27,,-145.0,,125.0,-3.0,-110.0,-3.5,3.0,3.5,-110.0,50.0,,50.0,
2022-11-29,2022,261,IND,TEN,26,45,,-145.0,,125.0,-3.0,-110.0,-4.0,3.0,4.0,-110.0,50.0,,51.0,
2022-11-29,2022,263,BUF,LAC,27,17,,-210.0,,180.0,-4.0,-110.0,-6.0,4.0,6.0,-110.0,50.0,,51.5,
2022-11-29,2022,265,NYJ,MIA,3,20,,310.0,,-370.0,7.5,-110.0,7.0,-7.5,-7.0,-110.0,46.0,,46.0,
2022-11-29,2022,267,DEN,NO,3,31,,900.0,,-1600.0,16.5,-110.0,5.5,-16.5,-5.5,-110.0,46.0,,36.5,
2022-11-29,2022,269,LAR,SF,20,23,,-240.0,,200.0,-5.0,-110.0,-7.0,5.0,7.0,-110.0,46.5,,44.5,
2022-11-29,2022,271,TB,KC,24,27,,150.0,,-170.0,3.5,-110.0,3.0,-3.5,-3.0,-110.0,54.0,,56.5,
2022-11-29,2022,273,GB,CHI,41,25,,-380.0,,320.0,-7.5,-110.0,-7.5,7.5,7.5,-110.0,44.5,,44.5,
2022-11-30,2022,275,PHI,SEA,17,23,,250.0,,-300.0,6.5,-110.0,3.5,-6.5,-3.5,-110.0,53.0,,49.5,
2022-12-02,2022,281,PIT,BAL,19,14,,-500.0,,400.0,-10.5,-110.0,-9.5,10.5,9.5,-110.0,41.5,,40.5,
2022-12-06,2022,451,CHI,DET,30,34,,-155.0,,135.0,-3.0,-110.0,-3.0,3.0,3.0,-110.0,45.0,,44.0,
2022-12-06,2022,453,MIA,CIN,19,7,,-500.0,,400.0,-10.0,-110.0,-12.0,10.0,12.0,-110.0,42.0,,43.0,
2022-12-06,2022,455,HOU,IND,20,26,,150.0,,-170.0,3.0,-110.0,3.0,-3.0,-3.0,-110.0,50.5,,50.5,
2022-12-06,2022,457,MIN,JAX,27,24,,-500.0,,400.0,-10.0,-110.0,-10.5,10.0,10.5,-110.0,51.0,,51.5,
2022-12-06,2022,461,NYJ,LV,28,31,,300.0,,-360.0,7.5,-110.0,9.0,-7.5,-9.0,-110.0,47.0,,48.5,
2022-12-06,2022,463,ATL,NO,16,21,,125.0,,-145.0,2.5,-110.0,3.0,-2.5,-3.0,-110.0,45.0,,45.5,
2022-12-06,2022,465,TEN,CLE,35,41,,-210.0,,180.0,-3.5,-110.0,-6.0,3.5,6.0,-110.0,53.5,,54.0,
2022-12-06,2022,467,SEA,NYG,12,17,,-650.0,,475.0,-11.0,-110.0,-10.0,11.0,10.0,-110.0,47.5,,48.0,
2022-12-06,2022,469,ARI,LAR,28,38,,130.0,,-150.0,3.0,-110.0,3.0,-3.0,-3.0,-110.0,48.0,,48.5,
2022-12-06,2022,471,GB,PHI,30,16,,-420.0,,350.0,-8.5,-110.0,-8.5,8.5,8.5,-110.0,48.0,,50.0,
2022-12-06,2022,473,LAC,NE,0,45,,-135.0,,115.0,-2.0,-110.0,-0.0,2.0,0.0,-110.0,48.0,,47.0,
2022-12-06,2022,475,KC,DEN,22,16,,-1000.0,,650.0,-13.0,-110.0,-14.0,13.0,14.0,-110.0,51.0,,51.0,
